id,title,description,date,dev_id,pub_id,metascore,age_rating,agency
378860,Project CARS 2,"THE ULTIMATE DRIVER JOURNEY! Project CARS 2 delivers the soul of motor racing in the world’s most beautiful, authentic, and technically-advanced racing game.","21 Sep, 2017",1656,55,84,3,PEGI
379310,LISA the Joyful,,"24 Aug, 2015",2960,-1,N/A,16,PEGI
379420,Polynomial 2 - Universe of the Music,"Polynomial 2 is an amazing visual candy which tends to be a space shooter and a music visualizer. Immersive on screen, mind-blowing in VR.","31 May, 2016",3091,3091,N/A,,
379430,Kingdom Come: Deliverance,"Kingdom Come: Deliverance is a story-driven open-world RPG that immerses you in an epic adventure in the Holy Roman Empire. Avenge your parents' death as you battle invading forces, go on game-changing quests, and make influential choices.","13 Feb, 2018",225,225,76,18,PEGI
379542,FSX: Steam Edition - REX 4 Texture Direct Enhanced Edition Add-On,,"10 Dec, 2015",3092,3020,N/A,3,PEGI
379577,FSX: Steam Edition - Aerospool WT-9 Dynamic Add-On,,"9 Jun, 2016",3093,3020,N/A,3,PEGI
37960,Jewel Quest Pack,"Includes the first three titles in the the ultimate jewel matching adventure, Jewel Quest! Rupert and Emma have settled down and opened a museum to display their many artifacts. While playing with a mysterious jewel board, their daughter unknowingly pops open a secret compartment.","24 Aug, 2009",3094,3094,N/A,,
379720,DOOM,"Now includes all three premium DLC packs (Unto the Evil, Hell Followed, and Bloodfall), maps, modes, and weapons, as well as all feature updates including Arcade Mode, Photo Mode, and the latest Update 6.66, which brings further multiplayer improvements as well as revamps multiplayer progression.","12 May, 2016",610,316,85,18,PEGI
379980,Panzermadels: Tank Dating Simulator,"Panzermadels! The first dating simulator to deliver a thoughtful look at tanks, and the men who date them!","9 Mar, 2016",3095,3095,N/A,,
3800,Advent Rising,"A common legend pervades the galaxy-that of a powerful, highly intelligent ancient race that will one day deliver the universe. They are known as Humans. The Advent of Humanity Begins...","9 Aug, 2005",3096,1590,70,,
380150,STASIS,"STASIS The isometric, point-and-click, sci-fi horror adventure game! In the distant future aboard a seemingly abandoned spacecraft, John Maracheck awakes from stasis. He must push himself to new physical and emotional limits and unravel the mysteries around him.","31 Aug, 2015",3097,3097,79,18,PEGI
380750,Anima: Gate of Memories,A third-person action RPG that brings to life the world of Gaia from the Anima: Beyond Fantasy RPG table-top books. Explore a deep and multifaceted story where your choices and actions directly impact the journey and decide the fate of the characters.,"2 Jun, 2016",3098,3099,N/A,12,PEGI
381100,The Men of Yoshiwara: Kikuya,"""The Men of Yoshiwara"" is a popular romance game for women. At the end, to whom is it that you will be talking of love? Vocal opening song/English text","15 Oct, 2015",2899,2899,N/A,,
381210,Dead by Daylight,"Dead by Daylight is a multiplayer (4vs1) horror game where one player takes on the role of the savage Killer, and the other four players play as Survivors, trying to escape the Killer and avoid being caught and killed.","14 Jun, 2016",61,61,N/A,18,PEGI
381750,RC Simulation 2.0,"Drive all kinds of RC Cars, Boats, Rock Crawlers, Planes or Quadcopters on any of the 250+ Workshop Tracks. The game includes an in-game Track Editor and Vehicle Painter to create tons of scenarios and Paint schemes. RC Sim is made by a solo developer and still is in development.","16 Jul, 2018",3100,3101,N/A,,
381780,80 Days,"1872, with a steampunk twist. Phileas Fogg has wagered he can circumnavigate the world in just 80 days. Travel by airship, submarine, mechanical camel, steam-train and more. Race other players and a clock that never stops in TIME Magazine's Game of 2014.","28 Sep, 2015",2151,2151,84,,
382110,Virtual Desktop,"Virtual Desktop is an application developed for the Oculus Rift / Rift S, HTC Vive, Valve Index and WMR headsets that lets you use your computer in VR. This app is NOT for the Oculus Quest. You can browse the web, watch movies, Netflix or even play games on a giant virtual screen.","31 Mar, 2016",3102,3102,N/A,,
382140,SKYHILL,"World War III is over, the world's infested with mutants and your supplies are running out. Fight your way down this damned hotel, from your penthouse on top to the first floor. Craft weapons, search for food and reach the exit. Otherwise you'll be torn apart, starve to death or maybe both...","6 Oct, 2015",3103,126,63,,
382310,Eco,Create a civilization capable of stopping a meteor without destroying the ecosystem in the process.,"6 Feb, 2018",3104,3104,N/A,,
382460,Tales of Zestiria - Pre-order items,,"19 Jan, 2016",3105,55,N/A,16,PEGI
382464,Tales of Zestiria - Seaside Resort Costumes Set,,"19 Oct, 2015",3105,55,N/A,16,PEGI
382468,Tales of Zestiria - Idolmaster Costume Set,,"3 Nov, 2015",3105,55,N/A,16,PEGI
382560,Hot Lava,"The Floor is Hot Lava! Run, jump, climb, and surf across nostalgia-packed environments flooded with hot molten lava. Explore alone, or join your friends. And whatever you do, don’t touch the floor.","19 Sep, 2019",195,195,N/A,,
3830,Psychonauts,"A Psychic Odyssey Through the Minds of Misfits, Monsters, and Madmen. This classic action/adventure platformer from acclaimed developers Double Fine Productions follows the story of a young psychic named Razputin.","19 Apr, 2005",867,867,87,,
383120,Empyrion - Galactic Survival,"Empyrion - Galactic Survival is a 3D open world space sandbox survival adventure. Build powerful ships, mighty space stations and vast planetary settlements to explore, conquer or exploit a variety of different planets and discover the mysteries of Empyrion!","5 Aug, 2020",3106,3106,N/A,,
383150,Dead Island Definitive Edition,"Welcome to the zombie apocalypse experience of a lifetime – and now more beautiful than ever. Caught in the midst of an epic zombie outbreak on the tropical island of Banoi, your only thought is: Survive!","31 May, 2016",667,877,N/A,18,PEGI
383180,Dead Island: Riptide Definitive Edition,"Welcome to the zombie apocalypse experience of a lifetime – more beautiful than ever. Caught in an epic zombie outbreak on the tropical island of Banoi, your only thought is: Survive!","31 May, 2016",667,877,N/A,18,PEGI
383460,Sound of Drop - fall into poison -,"Nestled in the heart of Tokyo, the quaint little aquarium, Manten Aquarium. Numerous urban legends have arisen from here. On the night of the full moon the waters turn to blood and man faced fish lurk within.","30 Oct, 2015",3107,214,N/A,,
383730,RPG Maker 2000,"For the first time, RPG Maker 2000 is available in English! Since its debut 15 years ago, the beloved game-making engine has introduced untold amounts of users to the wonders of game design and continues to be a powerful, user-friendly tool.","13 Jul, 2015",593,165,N/A,,
383740,Marble Age: Remastered,"Marble Age is a turn-based historical strategy where your task is to turn a small Ancient Greek village into a flourishing Polis, powerful enough to conquer the known world!","3 Nov, 2020",3108,3108,N/A,,
383790,The Ship: Remasted,You find yourself aboard a series of luxury 1920s cruise ships – a guest of the mysterious Mr X who has engineered your presence on board to take part in a murderous game.,"31 Oct, 2016",2211,2211,N/A,,
383840,Nimbatus - The Space Drone Constructor,"Command the Nimbatus and craft drones out of hundreds of different parts. Survive unknown threats in a fully destructible, procedural universe, compete against other players in different arenas or enjoy complete creative freedom in the sandbox.","14 May, 2020",3109,3109,N/A,,
383870,Firewatch,"Firewatch is a single-player first-person mystery set in the Wyoming wilderness, where your only emotional lifeline is the person on the other end of a handheld radio.","9 Feb, 2016",3110,3111,81,,
383940,Steam Marines 2,"Steam Marines 2 leaves you in charge of the I.S.S. Delhi, ready to take back your space station.","20 Nov, 2019",3112,3112,N/A,,
383980,Rivals of Aether,"RIVALS OF AETHER is an indie fighting game where warring civilizations summon the power of Fire, Water, Air, and Earth. Play with up to four players either locally or online.","28 Mar, 2017",3113,3113,N/A,7,PEGI
38400,Fallout: A Post Nuclear Role Playing Game,"You've just unearthed the classic post-apocalyptic role-playing game that revitalized the entire CRPG genre. The Fallout® SPECIAL system allows drastically different types of characters, meaningful decisions and development that puts you in complete control. Explore the devastated ruins of a golden age civilization.","30 Sep, 1997",3114,316,89,16,PEGI
384020,PAYDAY 2: Yakuza Character Pack,,"27 Aug, 2015",1035,263,N/A,18,PEGI
384021,PAYDAY 2: Gage Ninja Pack,,"16 Jul, 2015",1035,263,N/A,18,PEGI
38410,Fallout 2: A Post Nuclear Role Playing Game,"Fallout® 2 is the sequel to the critically acclaimed game that took RPG'ing out of the dungeons and into a dynamic, apocalyptic retro-future. It's been 80 long years since your ancestors trod across the wastelands.","1 Dec, 1998",3115,316,86,16,PEGI
384110,Pathologic Classic HD,"Pathologic Classic HD is the Definitive Edition of the original Cult Classic Psychological First-Person Survival game. In this unforgettable experience, players control one of three unique characters as they try to save a mysterious town from a deadly plague that cannot be stopped.","29 Oct, 2015",810,434,76,,
384190,ABZU,"From the art director of Journey®, ABZÛ is a beautiful underwater adventure that evokes the dream of diving. Immerse yourself in a vibrant hidden world bursting with color and life as you descend into the heart of the ocean. But beware as you swim deeper as dangers lurk in the depths.","2 Aug, 2016",3116,263,83,7,PEGI
38430,Kingpin — Life of Crime,"Kingpin is a tale of revenge. Take control of a street gang and order your recruits to attack, defend or even do a little safe-cracking to pick up some needed cash. Use that cash to buy nastier weapons and take down your punk enemies in this intense first-person shooter. Being the Kingpin is half attitude and all action.","1 Jun, 1999",3117,3114,N/A,16,PEGI
384300,CPUCores :: Maximize Your FPS,Maximize your FPS :: Use CPUCores to isolate and constrain OS + non-game processes and dedicate CPU resources to be used exclusively for your games! CPUCores fully integrates with all Steam games!,"3 Jul, 2015",3118,3118,N/A,,
38440,Sacrifice,Sacrifice is the acclaimed real-time strategy game that focuses on combat instead of resource gathering. The only two resources you'll need to worry about are mana and souls. Need more units? Capture the souls of your enemy. Cast spells of awesome power.,"1 Nov, 2000",3119,3114,89,15,PEGI
384490,NECROPOLIS: BRUTAL EDITION,"NECROPOLIS: BRUTAL EDITION is a major update featuring a new playable adventurer (The Brute), a completely new outdoor environment (The Black Forest), and lots of new enemies, weapons, armor, traps, potions, scrolls, and other big improvements to the game.",Jul 2016,304,116,N/A,,
385380,Planet Centauri,"Embark on your greatest adventure to Planet Centauri! Explore hidden dungeons, capture and tame monsters, build and protect a NPC community, craft your own weapons and create your own magic spells! Develop and raise the Planet Centauri to the heavens as the cradle of a new civilization!","3 Jun, 2016",3120,3120,N/A,,
385511,Hero Siege - Wrath of Mevius (Digital Collector's Edition),,"16 Nov, 2015",2353,-1,N/A,,
385721,King's Quest: Season Pass,,"28 Jul, 2015",3121,3122,N/A,12,PEGI
385800,NEKOPARA Vol. 0,"Please note that NEKOPARA Vol. 0 is a fandisc for NEKOPARA Vol. 1What's NEKOPARA? Why, it's a cat paradise! This is a story just before Kashou opened ""La Soleil"".Enjoy a page from the leisurely, daily lives of Shigure and the Minaduki household's catgirls!","17 Aug, 2015",1802,214,N/A,,
385970,Baldur's Gate: Siege of Dragonspear,,"31 Mar, 2016",818,818,77,12,PEGI
386070,Planetary Annihilation: TITANS,"Wage war across entire solar systems with massive armies at your command. Annihilate enemy forces with world-shattering TITAN-class units, and demolish planets with massive super weapons!","18 Aug, 2015",3123,3123,N/A,,
386080,Pharaonic,Embark on a journey of exploration and violence in the Two Lands of Egypt with Pharaonic! This unforgiving Combat RPG features an streamlined and challenging combat system that will keep you on your toes while fighting for your life!,"28 Apr, 2016",913,913,N/A,16,PEGI
386260,Microcosmum: survival of cells,Microcosmum: survival of cells. Join the wonderful and amazing world of microorganisms.,"24 Jul, 2018",3124,3124,N/A,3,PEGI
386480,Blood Code,"A story about an ordinary human girl and her romantic encounters with knights and princes. These characters may be gentle, passionate, considerate, or inhospitable. There are many character styles to suit a variety of individual player tastes.","28 Dec, 2015",3125,3125,N/A,,
386690,Fantastic Contraption,"A surreal building game for VR. Create life-sized contraptions as tall as you can reach, then send them whirling, flinging, and trundling off to solve puzzles on the other side of a floating island. There are no right or wrong solutions, so bring your creativity.","5 Apr, 2016",2697,2697,N/A,,
386880,Rake,"Do ghosts exist? What about Bigfoot, Chupacabras,Rake or Skinwalkers? And how will we ever know? You play as Gordon Davis, a scientist,a traveller and an explorer of unknown creatures and unusual events.","13 Jul, 2015",3126,3126,N/A,,
386940,Ultimate Chicken Horse,"Ultimate Chicken Horse is a party platformer game where you build the level as you play, placing traps and hazards to screw your friends over, but trying not to screw yourself.","4 Mar, 2016",3127,3127,N/A,,
387020,Brawlhalla - All Legends (Current and Future),,"3 Nov, 2015",2395,1432,N/A,7,PEGI
387290,Ori and the Blind Forest: Definitive Edition,"“Ori and the Blind Forest” tells the tale of a young orphan destined for heroics, through a visually stunning Action-Platformer crafted by Moon Studios.","27 Apr, 2016",369,133,88,7,PEGI
387340,Hyperdimension Neptunia U: Action Unleashed,"Choose your tag team and rip through massive hordes of enemies with exciting aerial and ground-based combos. Look out, though - take too many hits and your clothes and defense will end up shredded!","21 Mar, 2016",305,128,N/A,,
387440,SMITE® - Ultimate God Pack,,"8 Sep, 2015",2078,2078,N/A,12,PEGI
387990,Scrap Mechanic,"Enter the creative paradise of Scrap Mechanic! Build fantastic machines, go on adventures with your friends and defend against waves of evil Farmbots in this imaginative multiplayer survival sandbox. With Scrap Mechanic’s powerful creation tools you can engineer your own adventures!","19 Jan, 2016",3128,3128,N/A,,
388080,Borderless Gaming,Play your favorite games in a borderless window; no more time consuming alt-tabs or the risk of crashing.,"23 Jul, 2015",3129,-1,N/A,,
388090,Five Nights at Freddy's 4,"In this last chapter of the Five Nights at Freddy's original story, you must once again defend yourself against Freddy Fazbear, Chica, Bonnie, Foxy, and even worse things that lurk in the shadows.","23 Jul, 2015",2894,2894,51,,
388210,Day of the Tentacle Remastered,"Originally released by LucasArts in 1993 as a sequel to Ron Gilbert’s ground breaking Maniac Mansion, Day of the Tentacle is back in a remastered edition that features all new hand-drawn, high resolution artwork, with remastered audio, music and sound effects.","21 Mar, 2016",867,867,86,7,PEGI
388410,Darksiders II Deathinitive Edition,"The ultimate DARKSIDERS II experience! 1080p native resolution. Reworked and tuned game balancing and loot distribution. Improved Graphic Render Engine for even higher visual quality, lighting and shadows. Improved and reworked level, character and environment graphics.","5 Nov, 2015",1271,265,N/A,16,PEGI
388470,Euro Truck Simulator 2 - Cabin Accessories,,"30 Sep, 2015",101,101,N/A,3,PEGI
388471,Euro Truck Simulator 2 - Michelin Fan Pack,,"10 Jan, 2017",101,101,N/A,3,PEGI
388472,Euro Truck Simulator 2 - Japanese Paint Jobs Pack,,"9 Nov, 2015",101,101,N/A,3,PEGI
388475,Euro Truck Simulator 2 - Wheel Tuning Pack,,"13 Apr, 2016",101,101,N/A,3,PEGI
388477,Euro Truck Simulator 2 - Schwarzmüller Trailer Pack,,"16 Sep, 2016",101,101,N/A,3,PEGI
388750,BlazBlue: Chronophantasma Extend,"'BlazBlue: Chronophantasma Extend' is the sixth installment of the BlazBlue series, a combination of 2D fighting action game and visual novel.","2 Mar, 2016",998,2726,N/A,12,PEGI
388800,Azure Striker Gunvolt,"A 2D action game featuring a young man with the power of lightning who stands for freedom against the evil ambitions of a massive organization. When lightning strikes, a new legend is born.","28 Aug, 2015",235,235,N/A,,
388880,Oxenfree,"Oxenfree is a supernatural thriller about a group of friends who unwittingly open a ghostly rift. You are Alex, and you’ve just brought your new stepbrother Jonas to an overnight island party gone horribly wrong.","14 Jan, 2016",3130,3130,80,12,PEGI
389050,Pocket Rumble,"Pocket Rumble is a streamlined, beginner-friendly 2-button fighting game that retains all the gameplay elements that make traditional 2D fighters great, but reduces the level of execution and memorization necessary to the bare minimum.","1 Feb, 2016",3131,3132,N/A,,
389140,Horizon Chase Turbo,"Thrilling arcade racing game, inspired by the super-fun-straight-to-the-point classic racing games from the 90s.","15 May, 2018",3133,3133,76,3,PEGI
389170,Songs for a Hero - Definitive Edition,A classic platform with a twist: A dynamic soundtrack and funny lyrics that sings the player's actions and responds to what is happening during the adventure.,"30 Apr, 2020",3134,3134,N/A,,
389730,TEKKEN 7,"Discover the epic conclusion of the long-time clan warfare between members of the Mishima family. Powered by Unreal Engine 4, the legendary fighting game franchise fights back with stunning story-driven cinematic battles and intense duels that can be enjoyed with friends and rivals.","1 Jun, 2017",677,55,82,16,PEGI
3900,Sid Meier's Civilization® IV,"With over 6 million units sold and unprecedented critical acclaim from fans and press around the world, Sid Meier's Civilization is recognized as one of the greatest PC game franchises of all-time. Now, Sid Meier and Firaxis Games will take this incredibly fun and addictive game to new heights by adding new ways to play and win, new...","25 Oct, 2005",1374,105,94,12,PEGI
390395,Rocksmith® 2014 – The Black Keys Song Pack II,,"24 Nov, 2015",2566,-1,N/A,12,PEGI
390418,Rocksmith® 2014 – Stone Temple Pilots Song Pack,,"22 Dec, 2015",2566,-1,N/A,12,PEGI
390730,Sora,"From Orange Juice comes a shoot'em'up starring the lone enhanced human, Sora. The sequel of the high-speed shoot'em'up ""Suguri"", with improved game system and graphics.","5 Jan, 2016",328,329,74,,
3910,Sid Meier's Civilization® III Complete,"Sid Meier's Civilization III: Complete, the latest offering in the Sid Meier's Civilization III franchise, provides gaming fans with Sid Meier's Civilization III, the highly-addictive journey of discovery.","30 Oct, 2001",1374,105,90,12,PEGI
391000,Farm Frenzy Collection,"Enjoy the farmhouse gems with this solid set of 12 Farm Frenzy titles! Join Scarlett throughout all of her adventures in hundreds of farming challenges. Raise chickens, ostriches, and dolphins. Bake cakes, grow crops, and sell items at markets. It's an all-out farming assault with one of the most enjoyed series ever!","21 Aug, 2015",2191,3135,N/A,,
391040,F1 2016,"Create your own legend in F1™ 2016. Get ready to go deeper into the world of the most prestigious motorsport than ever before. Work with your agent, engineer and team to develop your car in the deepest ever career experience, spanning up to ten seasons.","18 Aug, 2016",36,36,86,3,PEGI
391220,Rise of the Tomb Raider™,"Rise of the Tomb Raider: 20 Year Celebration includes the base game and Season Pass featuring all-new content. Explore Croft Manor in the new “Blood Ties” story, then defend it against a zombie invasion in “Lara’s Nightmare”.","9 Feb, 2016",2496,124,86,18,PEGI
39140,FINAL FANTASY VII,"In Midgar, a city controlled by the mega-conglomerate Shinra Inc., the No. 1 Mako Reactor has been blown up by a rebel group, AVALANCHE.AVALANCHE was secretly formed to wage a rebellion against Shinra Inc., an organisation which is absorbing Mako energy, destroying the natural resources of the planet.","4 Jul, 2013",124,124,N/A,12,PEGI
391540,Undertale,UNDERTALE! The RPG game where you don't have to destroy anyone.,"15 Sep, 2015",3136,3136,92,,
391570,UNDERTALE Soundtrack,,"15 Sep, 2015",3136,-1,N/A,,
391720,Layers of Fear,Layers of Fear is a first-person psychedelic horror game with a heavy focus on story and exploration. Players take control of a painter whose sole purpose is to finish his Magnum Opus. The player must navigate through both a constantly changing Victorian-era mansion and ghastly visions of the painter’s fragile and crumbling psyche.,"15 Feb, 2016",205,1587,72,16,PEGI
391730,Crashlands,"Fight and tame alien beasts, craft resources into menacing weaponry, befriend the outlandish locals, and go toe-to-chin with a world-domineering maniac.","21 Jan, 2016",3137,3137,78,,
39190,Dungeon Siege,Dungeon Siege® combines the immersive elements of a role-playing game with over-the-top intensity and non-stop action. Dungeon Siege plunges you into a continuous 3D fantasy world where you face off against an army of evil that has been unleashed.,"5 Apr, 2002",3138,124,86,12,PEGI
3920,Sid Meier's Pirates!,"Sail the Caribbean, marauding all on the high seas or ally your ship and crew as a privateer in search of riches - the life you choose is up to you. Face dogged enemies, raid unsuspecting villages, woo fair maidens, avoid capture or dig for buried treasure. Discover what it takes to become one of the most famous pirates in history!","11 Jul, 2005",1374,105,88,12,PEGI
39210,FINAL FANTASY XIV Online,Take part in an epic and ever-changing FINAL FANTASY as you adventure and explore with friends from around the world.,"18 Feb, 2014",124,124,83,16,PEGI
392160,X4: Foundations,"X4: FOUNDATIONS brings our most sophisticated universe SIMULATION ever. Fly every ship, EXPLORE space or manage an empire; TRADE, FIGHT, BUILD and THINK carefully, while you embark on an epic journey. Experience new features and improvements with the massive 4.0 Update!","30 Nov, 2018",772,772,N/A,7,PEGI
392470,NOBUNAGA'S AMBITION: Sphere of Influence,"Become a Daimyo of the Warring States period of Japanese history in NOBUNAGA'S AMBITION, a historical simulation game of conquest and domination. It is the 30th anniversary of this series and this current release, NOBUNAGA'S AMBITION: Sphere of Influence, is the crown of the series.","1 Sep, 2015",280,280,70,12,PEGI
393010,Don't Starve: Shipwrecked,,"1 Dec, 2015",195,195,77,,
393080,Call of Duty®: Modern Warfare® Remastered,"One of the most critically-acclaimed games in history, Call of Duty: Modern Warfare is back, remastered in true high-definition, featuring improved textures, physically based rendering, high-dynamic range lighting and much more.","27 Jul, 2017",3139,53,N/A,16,PEGI
393190,TSIOQUE,"TSIOQUE (pronounced: ""chiock"") is a dark but playful Point & Click adventure, hand-animated in meticulous, frame-by-frame 2D. Escape the clutches of an Evil Wizard and discover the secrets hidden within the spellbound castle of your ancestors.","7 Nov, 2018",3140,3140,N/A,,
393220,Super Man Or Monster,"Super Man Or Monster is an explosive monsterfilled action game. Protect or destroy the world, as MAN or MONSTER! Build your army, jetpack around, blast monsters and kick ass. OR... bring the chaos as you bash, stomp and wreck cities. Your choice!","31 Oct, 2017",3141,3141,N/A,,
393380,Squad,"Squad is a tactical FPS that provides authentic combat experiences through teamwork, constant communication, and gameplay. It bridges the large gap between arcade shooter and military simulation with 100 player battles, combined arms combat, base building, and a great integrated VoIP system","23 Sep, 2020",383,383,N/A,,
393420,Hurtworld,"Hurtworld is a hardcore multiplayer survival FPS with a focus on competitive gunplay and strategic map control. Built for hardcore gamers, Hurtworld aims to punish.","10 Dec, 2019",3142,3142,N/A,,
393430,Ice Lakes,"Ice Lakes is a modern ice fishing simulator with different single and multiplayer game modes and sandbox approach to wintertime fishing. Use and customize wide selection of fishing gear and learn how changing season, bottom topology, time of day and weather conditions affects fish behavior.","19 Apr, 2016",3143,116,N/A,,
393520,Iconoclasts,"Join renegade mechanic Robin and uncover the secrets of a dying planet. Explore a big world filled with intricate puzzles, interesting characters and menacing bosses in a beautiful platform adventure that tells a personal story about faith, purpose and the challenge of helping people.","23 Jan, 2018",3144,3145,87,12,PEGI
393750,P·O·L·L·E·N,"P·O·L·L·E·N is an atmospheric, suspenseful and highly interactive first person sci-fi exploration game set on Saturn’s moon Titan. Delve into the richly detailed Station M, and try everything you can get your hands on to uncover the mysteries that lie beneath the moon’s crust.","19 Apr, 2016",3146,3146,N/A,,
394310,Punch Club,"Train hard, fight crocodiles and find love. Earn your place in the Punch Club ranks, and discover who brutally murdered your father, in this choose your own adventure boxing management tycoon.","8 Jan, 2016",944,74,73,,
394320,Expansion - Crusader Kings II: Conclave,,"2 Feb, 2016",115,116,N/A,,
394360,Hearts of Iron IV,"Victory is at your fingertips! Your ability to lead your nation is your supreme weapon, the strategy game Hearts of Iron IV lets you take command of any nation in World War II; the most engaging conflict in world history.","6 Jun, 2016",115,116,83,7,PEGI
394510,HELLDIVERS™ Dive Harder Edition,"HELLDIVERS™ is a hardcore, cooperative, twin stick shooter. As part of the elite unit called the HELLDIVERS, players must work together to protect SUPER EARTH and defeat the enemies of mankind in an intense intergalactic war.","7 Dec, 2015",2704,872,83,16,PEGI
394690,Tower Unite,"PLAY, CREATE, PARTY! Tower Unite is a community-based virtual world party game with online games, entertainment, activities, and absolutely NO microtransactions.","8 Apr, 2016",3147,3147,N/A,,
394970,DEADBOLT,DEADBOLT is an extremely challenging stealth-action hybrid that allows you to take control of the reaper to quell the recent undead uprising.,"14 Mar, 2016",1250,1250,76,,
395180,Arma 3 Apex,,"11 Jul, 2016",158,158,74,16,PEGI
395200,Ben and Ed,"Ben and Ed is a 3D platformer, in which the player controls Ed the Zombie, who is forced to participate in a grotesque game show called ""Rundead"". Will he beat all obstacles Hans Showmaster confronts him with, to save his best friend Ben?","8 Dec, 2015",3148,3148,N/A,,
39530,Painkiller: Black Edition,"Painkiller Black Edition includes the expansion pack Battle Out of Hell, featuring 10 additional single-player levels and many new villains.","12 Apr, 2004",1217,877,N/A,,
39540,SpellForce - Platinum Edition,"Included in the Platinum Edition are three titles:SpellForce: The Order of DawnIn a world beyond imagination...In their immeasurable greed and constant thirst for power, the thirteen most powerful Mages of all time doomed the land, hurling it into an endless spiral of chaos and despair.","3 Nov, 2009",3149,265,74,12,PEGI
396650,ACE Academy,"ACE Academy is a slice-of-life, story-centric comedy game with elements of dating-sim; fully voiced and extensively interactive!","22 Aug, 2016",3150,3150,N/A,,
39680,The Guild II Renaissance,"For centuries Europe has been dominated by the church and nobility. On the shoulders of ordinary people the servants of god and the noble families justified their power and wealth. This was the incontrovertible, divine world order. A truly dark era… In the 14th Century the world order is beginning to transform itself.","28 Jul, 2010",3151,265,56,12,PEGI
396900,GRIP: Combat Racing,"GRIP is a high octane, hardcore combat racer, packing ferocious speed and armed to the teeth with heavy weapons. Inspired by games like Rollcage, Wipeout, Motorstorm and Star Wars Podracer, it's like nothing you've ever played before.","6 Nov, 2018",3152,3153,80,7,PEGI
397060,Faeria,"With its unique living board, Faeria is also the only card game where you can gain all 300 cards in less than 50 hours.","8 Mar, 2017",493,20,81,7,PEGI
397340,SimplePlanes,"Build airplanes by snapping parts together, designing wing sections, and attaching engines. At any time, you can strap yourself into the cockpit and see how it flies with realistic physics. If you're not in the mood for building, over 100,000 airplanes are available to download for free.","17 Dec, 2015",3154,3154,69,,
397430,Zoombinis,"In the entertaining and educational game Zoombinis, players guide the little blue creatures through fun and increasingly challenging puzzles on their way to a new home.","28 Oct, 2015",3155,3156,N/A,,
397460,The Jackbox Party Pack 2,"The sequel to the party game phenomenon The Jackbox Party Pack, featuring FIVE fresh, rib-tickling party games! Your phones or tablets are your controllers – no big mess of controllers needed. For up to 8 players plus an Audience of up to 10,000! It’s a game-night riot in a box… without the box!","13 Oct, 2015",40,40,N/A,,
397540,Borderlands 3,"The original shooter-looter returns, packing bazillions of guns and a mayhem-fueled adventure! Blast through new worlds and enemies as one of four new Vault Hunters.","13 Mar, 2020",1235,105,81,18,PEGI
397740,Hylics,Hylics is a recreational program with light JRPG elements.,"2 Oct, 2015",1452,1452,N/A,,
397950,Clustertruck,"Clustertruck is a chaotic physics based truckformer. Jump your way through insane levels in a game of ""the floor is lava"" on top of speeding trucks driven by terrible drivers.","27 Sep, 2016",2175,74,76,,
3980,CivCity: Rome,"CivCity: Rome, an innovative city builder inspired by the world of Sid Meiers Civilization, and created by a collaboration between Firefly Studios and Firaxis Games, invites players to shift focus from building a multi-city empire and zoom-in on the great cities of the Roman Empire, culminating in Rome itself!","24 Jul, 2006",2296,105,67,12,PEGI
398030,Old School Musical,"What has 50 amazing chiptune tracks, a loony story mode, 32 different chicken types to fight, and takes you on a tour of all your favorite retro games? It's Old School Musical! Tib and Rob are the heroes of a wacky adventure that will teach them where all of the bugs in our favorite games come from.","13 Sep, 2018",3157,242,N/A,,
398710,Timberman,"Become a Timberman, chop wood and avoid the branches. Almost 30 million players could not be wrong - featured as one of the best casual games.","18 Sep, 2015",3158,1014,N/A,,
398810,openCanvas 7,"openCanvas is a painting software dedicated to Windows Operating System, that is suitable to beginners to advanced users. Equipped with analog-like brush strokes and functional yet user-friendly interface, openCanvas has the higher basic performance and the unique ""Event"" function that enables to record and replay the drawing...","20 Sep, 2017",2845,2845,N/A,,
398850,Epistory - Typing Chronicles,"Epistory immerses you in an atmospheric action/adventure game where you play a girl riding a giant fox who fights an insectile corruption from an origami world. As you progress and explore this world, the story literally unfolds and the mysteries of the magic power of the words are revealed.","30 Mar, 2016",3159,3159,74,7,PEGI
398913,Armello - Usurpers Hero Pack,,"30 Aug, 2016",757,757,N/A,7,PEGI
398916,Armello - The Bandit Clan,,"26 Apr, 2017",757,757,N/A,7,PEGI
398917,Armello - Rivals Hero Pack,,"20 Dec, 2017",757,757,N/A,7,PEGI
399120,Prospekt,"Prospekt begins in the Nova Prospekt prison in the Half-Life universe. Gordon Freeman is slowly being overrun by soldiers in the prison, however unknown to him, his Vortigaunt allies manage to find some help from a forgotten hero.","18 Feb, 2016",3160,3160,43,,
399130,Massive Cleavage vs Zombies: Awesome Edition,Your mission is to find BBQ sauce for your people and bring it back to them. Fighting off thousands of zombies with only your massive cleaver and equally massive cleavage.,"8 Jul, 2016",3161,3161,N/A,,
399640,Flamebreak,"Flamebreak is a roguelite action RPG featuring a unique blend of twinstick meets MOBA arena combat. Each procedurally generated run presents new challenges while your randomized hero's race, weapon, and skills inspire new playstyles and character builds.","15 Mar, 2016",3162,3162,N/A,,
